68 LOADED
68 LOADED READY
Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 3e-05
    weight_decay: 0
)
True
Using RandomRotation, RandomFlip
#################### Start Training ####################
2021-03-12 23:10:04.064629 Epoch [001/010], Step [3340/3422],  lateral-5: 0.1178]
2021-03-12 23:10:38.803864 Epoch [001/010], Step [3360/3422],  lateral-5: 0.1110]
2021-03-12 23:11:13.598341 Epoch [001/010], Step [3380/3422],  lateral-5: 0.0974]
2021-03-12 23:11:48.331400 Epoch [001/010], Step [3400/3422],  lateral-5: 0.0998]
2021-03-12 23:12:23.064452 Epoch [001/010], Step [3420/3422],  lateral-5: 0.1159]
2021-03-12 23:12:25.723846 Epoch [001/010], Step [3422/3422],  lateral-5: 0.1121]
[Saving Snapshot:] snapshots/HarD-MSEG-best/HarD-MSEG-best.pth 0.9456670000000003
2021-03-12 23:13:13.623014 Epoch [002/010], Step [0020/3422],  lateral-5: 0.0955]
2021-03-12 23:13:48.334632 Epoch [002/010], Step [0040/3422],  lateral-5: 0.1066]
2021-03-12 23:14:23.240160 Epoch [002/010], Step [0060/3422],  lateral-5: 0.1082]
2021-03-12 23:14:57.880947 Epoch [002/010], Step [0080/3422],  lateral-5: 0.1092]
2021-03-12 23:15:32.398360 Epoch [002/010], Step [0100/3422],  lateral-5: 0.1226]
2021-03-12 23:16:06.971059 Epoch [002/010], Step [0120/3422],  lateral-5: 0.1104]
2021-03-12 23:16:41.627323 Epoch [002/010], Step [0140/3422],  lateral-5: 0.0971]
2021-03-12 23:17:16.274763 Epoch [002/010], Step [0160/3422],  lateral-5: 0.1022]
2021-03-12 23:17:50.921618 Epoch [002/010], Step [0180/3422],  lateral-5: 0.0912]
2021-03-12 23:18:25.595519 Epoch [002/010], Step [0200/3422],  lateral-5: 0.0921]
2021-03-12 23:19:00.201516 Epoch [002/010], Step [0220/3422],  lateral-5: 0.1241]
2021-03-12 23:19:34.880838 Epoch [002/010], Step [0240/3422],  lateral-5: 0.1272]
2021-03-12 23:20:11.798825 Epoch [002/010], Step [0260/3422],  lateral-5: 0.1154]
2021-03-12 23:20:49.204017 Epoch [002/010], Step [0280/3422],  lateral-5: 0.1075]
2021-03-12 23:21:26.189019 Epoch [002/010], Step [0300/3422],  lateral-5: 0.1190]
2021-03-12 23:22:03.704954 Epoch [002/010], Step [0320/3422],  lateral-5: 0.1382]
2021-03-12 23:22:41.150391 Epoch [002/010], Step [0340/3422],  lateral-5: 0.1183]
2021-03-12 23:23:18.681109 Epoch [002/010], Step [0360/3422],  lateral-5: 0.1114]
2021-03-12 23:23:56.536286 Epoch [002/010], Step [0380/3422],  lateral-5: 0.1282]
2021-03-12 23:24:34.272379 Epoch [002/010], Step [0400/3422],  lateral-5: 0.1189]
2021-03-12 23:25:08.528203 Epoch [002/010], Step [0420/3422],  lateral-5: 0.0991]
2021-03-12 23:25:42.940427 Epoch [002/010], Step [0440/3422],  lateral-5: 0.1028]
2021-03-12 23:26:17.336830 Epoch [002/010], Step [0460/3422],  lateral-5: 0.1194]
2021-03-12 23:26:51.868806 Epoch [002/010], Step [0480/3422],  lateral-5: 0.1219]
2021-03-12 23:27:26.127342 Epoch [002/010], Step [0500/3422],  lateral-5: 0.1236]
2021-03-12 23:28:00.304571 Epoch [002/010], Step [0520/3422],  lateral-5: 0.1080]
2021-03-12 23:28:34.584937 Epoch [002/010], Step [0540/3422],  lateral-5: 0.0981]
2021-03-12 23:29:08.994884 Epoch [002/010], Step [0560/3422],  lateral-5: 0.0998]
2021-03-12 23:29:43.271389 Epoch [002/010], Step [0580/3422],  lateral-5: 0.0919]
2021-03-12 23:30:17.597363 Epoch [002/010], Step [0600/3422],  lateral-5: 0.0881]
2021-03-12 23:30:51.979806 Epoch [002/010], Step [0620/3422],  lateral-5: 0.1046]
